Adult mortality,Infant deaths,Alcohol,Percentage expenditure,Hepatitis B,Measles,BMI,Polio,Total expenditure,Diphtheria,HIV/AIDS,Thinness 1-19 years,Income composition of resources,Schooling
-1.2312126143653883,-0.2169358204137929,-0.7901022302238669,0.7272481679038736,0.7726219544392311,-0.5052413498894255,0.800585418569782,0.6682403475418864,-0.04948230864785444,0.6701024180876121,-0.5427337953331816,0.2692819498616258,0.3698703940467282,0.7682361731566476
0.9072452579903136,1.3805726323330278,-1.0782879128882308,-0.33591882546130303,-0.1814044813298748,0.7454010668501723,-1.104573755020896,-1.0930888745533318,0.5166531893488333,-1.0951484941402945,0.43539216751327636,1.399287426489438,-1.587365626813274,-2.549474053369672
-1.2069119567249826,-0.6423835739953258,-0.16064402861486196,0.10344676139294733,0.7019533295674454,-0.12602874928340382,0.4477781642011379,0.6682403475418864,0.2379403287966177,0.6701024180876121,-0.5427337953331816,-0.6834677657265293,0.24815173603304688,-0.369264475938091
-1.1583106414441713,1.2115271374841432,-1.101039414151207,-0.239874658647581,0.419278830080303,0.487197112532127,-0.7618467079199276,0.2386478543479307,-1.512724826546985,0.23955341510519582,-0.3332892717457955,1.7316419784387944,-0.3507040613942673,-0.8748203199801966
0.6723389007997251,-0.6423835739953258,0.592683457648124,-0.6694217312032885,0.3132758927726245,-1.003959595506665,-0.08143271735182823,-3.155132841884319,0.028905683382456387,0.11038871421047095,0.5830629762784012,0.18065406934179754,-0.06344802848197864,-0.30606999543282737
-1.0287071340286742,1.295356021438418,-0.9847539632515514,-1.0939127378409805,-1.842117165816837,0.5800975226521672,-1.0743331332178694,-2.1670701075382213,-1.0641713165957634,-2.515960203982268,1.452098183056123,1.00046196415021,-1.3439283107859104,-1.7595430470538818
-0.4211906930185315,0.7709232715338836,-0.7142638926806134,-0.5554017905642518,0.7372876420033382,0.8112444102997248,1.294515574685884,0.6252810982224908,-0.2236778464929888,0.6270475177893704,-0.5427337953331816,-0.040915631957773445,0.6376514416768283,0.7682361731566476
0.9315459156307193,1.2548715904043712,0.046647427336697904,0.04380020637796461,0.5252817673879814,1.4219697247001934,-1.079373236851707,-3.155132841884319,0.6168156236097855,0.36871811599992066,0.20680600824985015,0.8675201433704675,-1.2368158917338705,-1.7595430470538818
1.3041559994502734,1.557149404053309,-1.101039414151207,0.045172179273212945,0.06593570572137486,1.77619008083784,-1.0289722005133295,-0.019107641568442694,0.7474622769936363,-0.1909955878772204,1.355608063535569,0.13634012908188328,-0.6866475575120292,-0.5904451577065121
-1.2312126143653883,0.345475517952351,-1.0883996912273313,0.957610047335458,0.7019533295674454,1.3323315549796628,1.0777911184308595,0.5823218489030952,-0.9465893285502974,0.5839926174911287,-0.5427337953331816,0.46869468103123973,0.6571264269590174,0.1362913681040153
-1.2231123951519198,0.03193516144745879,-0.6030343309505081,0.4592446812421802,-2.407466164791122,-1.003959595506665,0.5032193041733535,0.10977010638974401,-0.18448385047783358,-0.061830886982495545,-0.5427337953331816,-0.5062120046868727,0.5743577395097137,-0.053292073411774825
0.04052180214917684,0.1265515175186083,-0.3224324820404697,0.2662020182533303,0.6312847046956598,-1.003959595506665,-1.6942658801799155,0.5393625995836997,0.6647193965171976,0.5409377171928872,0.4865728567578473,-0.5283689748168297,-0.28254161290660545,-0.5588479174538805
-0.0242799515585717,-0.2169358204137929,0.31460955332286084,-0.46243259607762643,0.5606160798238742,-1.003959595506665,0.27641464065065374,0.6682403475418864,0.2945538785962864,0.6701024180876121,-0.4336430392644456,-0.6391538254666151,0.14103931698100686,0.07309688759875174
0.9963476693384679,-0.2169358204137929,-0.3982708195837233,-1.8402501841341674,0.7726219544392311,-1.003959595506665,-0.7668868115537653,0.5823218489030952,0.08551923318212508,0.5839926174911287,1.075841215027572,0.778892262850639,-0.9398223661804872,-1.0328065212433548
-0.2510860895356916,0.4573829150289917,-0.019079131867455176,0.7667802054673408,0.595950392259767,-1.003959595506665,-1.6539450511092133,0.45344410094490856,-0.5023907070452044,0.4548279165964039,-0.3332892717457955,-0.8607235267661861,0.37473914036727546,0.42066653037769935
-0.14578323976060023,-0.2169358204137929,-1.101039414151207,-0.419394879712696,0.5252817673879814,1.5575652590337166,0.8056255222036199,0.45344410094490856,-0.5154553723835892,0.4548279165964039,-0.5427337953331816,0.11418315895192607,0.5694889931891665,1.2421947769461217
0.04052180214917684,0.4039760832413057,0.9314280320079904,-1.8402501841341674,-0.8174221051759454,0.46904047624289047,0.8106656258374577,0.19568860502853516,-0.23674251183137401,-3.2478935090523757,-0.5427337953331816,-0.7277817059864435,0.25788922867414144,-0.46405619669598547
-0.1295828013336631,-0.2169358204137929,-1.101039414151207,0.7161920789289872,0.5606160798238742,-1.003959595506665,0.7451442785975665,0.49640335026430416,-1.0206224321344797,0.49788281689464553,-0.5427337953331816,0.13634012908188328,0.525670276304241,1.1474030561882267
