Access to clean fuels and technologies for cooking (% of population),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",CO2 emissions (metric tons per capita),GDP (current US$),Current health expenditure per capita (current US$),"Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Mortality rate, adult, male (per 1,000 male adults)","Mortality caused by road traffic injury (per 100,000 population)","Mortality rate, under-5 (per 1,000 live births)","Physicians (per 1,000 people)","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","Population, total",Prevalence of undernourishment (% of population),"Suicide mortality rate (per 100,000 population)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
-0.5586413474053249,0.09977712945712686,-0.6553501002454762,0.7930042412014612,-0.46770249499278527,0.32514338539111914,-0.006168155776893382,-0.7270068385590333,0.3088252790927308,-0.5105353395461312,-0.9201139334923917,-0.20650466302407786,-0.28560251275926046,-0.5052491821906274,1.2982309956062048,0.12031937542009068,-0.8742542419330395,-0.7456977818357077
0.9584679881531554,1.175849775428182,0.34470955795316294,1.8964076875584124,2.0287293008164533,0.5271273767398987,0.4169974190827467,-0.13488686757992208,-1.3394202877759236,-1.1895637119508977,-1.7706825154644936,-0.8653009748416328,0.8065476541336322,-1.1297707261454992,1.0724164075870342,-0.823835878788649,-0.25185751843628834,-0.541150041660414
0.544945852396159,-0.6071563937960125,0.06867970108612458,-0.5211214762264621,-0.36996492862332836,0.47663137890270385,-0.7114441138762936,-0.4783164507478066,-0.8027821962372921,-0.26627262280065217,-0.6706138161139085,-0.5237028872325302,-0.7500920149295348,-0.8384278492210662,-0.8029846250627327,-0.2290180686371429,-0.970833043854949,-0.23784933512180234
0.9093622345320118,-1.2039924100390036,0.4688178732801409,0.5716324837284986,-0.42729698020007856,0.6786153702514836,0.6991078023225068,-0.43884178601586576,-0.17670442277555518,-0.49718906049019673,0.7129777438940438,-0.7725814939191621,-0.5592719733079068,-0.5494041835601695,0.5265000537138292,-0.7671865635361246,-0.6703656600978968,-0.7557575067623615
-1.0290227768289082,-0.732445358460988,-0.74418347056699,0.05537196663297134,-0.4900969528120712,-0.17981659298082997,-1.3461924761657538,-0.9914870922630363,0.23216269458721225,1.1004096648048556,0.5201821986470341,1.235527263954348,-0.9335623545200874,1.9926441177001701,0.4712132023197796,0.06367006016756634,-0.09089284856643895,-0.9222459542984817
0.9584679881531554,1.0533476241726067,1.1222010245699032,1.2897082534484263,-0.11538219333276968,0.42613538106550897,0.6991078023225068,0.8598746836649849,-0.8794447807428108,-0.7339169160094623,0.021181963890067854,-0.8165012480403324,-0.012808016738123153,-0.3298070519770557,0.8873500235707089,-0.823835878788649,1.4221750482101456,-0.7859366815423229
0.9584679881531554,1.1008422803622093,0.6088564541844735,0.580931977825856,1.519279679422393,0.375639383228314,0.3464698232728067,-0.06383247106242866,-1.2755348006879914,-1.191578558820228,-1.0562049066079278,-0.8213812207204624,0.6997047634967005,-1.3593763981145022,-0.5227764749854963,-0.823835878788649,0.18811257920796662,-0.24774139796634526
0.9584679881531554,1.4727372902235114,0.6927477075851475,1.405320451429003,0.510010432210477,-0.07882459730644016,0.8401629939423868,0.2085427155879625,-1.1222096316769539,-0.9551670842143284,-0.5912274151298456,-0.8506610568012427,1.1039383752058558,-0.973590990606811,0.8127889913968768,-0.823835878788649,-0.25185751843628834,0.543623629597086
0.10816309650283153,-0.03340826249866081,-0.576938081967548,-0.017469058997918268,-0.2727543464673125,0.42613538106550897,0.4169974190827467,-0.821746033915691,-0.6750112220614273,-0.3785961728590493,0.40677305438408723,-0.46514321507096973,-0.10116323096972572,-0.9965805415789535,-0.2999841647085959,-0.7955112211623868,-0.5094009902280474,-0.31815947245292175
0.9584679881531554,0.6444716990947216,1.6264689387321813,1.6681575555475234,0.8891705178791304,0.7796073659258733,0.7696353981324467,3.6941556114183305,-1.7866186973914502,-1.3846458482950015,-1.0335230777553386,-0.892140824582348,0.5064348211980475,-0.15145050351806288,0.9284680107828992,-0.823835878788649,1.6046016740626414,-0.7356380569090538
