"Life expectancy at birth, total (years)"
70.788
81.1560975609756
71.418
74.096
57.762
77.2146341463415
80.9048780487805
79.619512195122
73.644
82.6268292682927
62.516
77.8268292682927
79.9682926829268
72.806
73.0512195121951
75.431
51.961
79.4317073170732
58.865
58.867
60.408
70.781
58.763
58.134
79.8463414634146
77.7536585365854
61.992
77.073
74.9951219512195
71.23
57.133
49.006
79.223
59.988
60.853
75.9121951219512
67.318
81.0660975609756
62.995
71.964
61.683
71.5826829268293
74.3531707317073
62.421
60.281
57.279
75.597
77.1658536585366
76.131
65.402
67.249
56.942
74.472
70.7436585365854
82.7024390243903
80.1707317073171
73.748
68.293
79.2414634146342
78.0756097560976
72.365
71.199
72.559
59.194
59.771
62.896
74.6707317073171
54.173
81.1121951219512
75.4512195121951
65.059
71.568
54.633
70.261
68.988
72.725
80.5853658536585
73.563
70.755
62.375
77.429
62.523
66.826
65.482
66.758
76.912
77.653
81.8439024390244
46.963
76.819
69.319
76.985
43.711
50.781
63.973
79.9921951219512
80.7951219512195
60.082
47.221
74.7829268292683
64.009
44.034
71.01
62.669
79.701
53.918
65.697
60.105
74.503
77.924
72.8824390243903
75.785
76.062
44.768
80.9512195121951
73.371
82.5875609756098
70.867
81.4536585365854
57.248
46.433
77.248
67.841
78.6317073170732
68.91
63.906
76.192
46.019
81.190243902439
61.166
74.372
66.844
76.936
72.334
77.366
68.667
69.44
75.184
72.058
58.316
60.364
72.987
80.6414634146341
49.323
75.46
78.6390243902439
79.5170731707317
67.428
62.16
74.257
71.793
56.492
70.093
73.036
73.918
68.1560975609756
44.639
77.590243902439
49.491
81.490243902439
76.717
78.9804878048781
78.331
76.887
70.881
70.878
76.722
75.7056097560976
79.164
63.279
77.661
70.338
72.628
70.641
72.839
69.366
77.6707317073171
62.882
79.5487804878049
80.8731707317073
58.892
73.796
82.6853658536585
78.7878048780488
63.155
58.232
75.763
55.023
75.43
74.872
60.454
52.043
73.058
64.013
72.131
72.89
73.845
56.313
79.1317073170732
58.086
82.9463414634147
54.008
64.14
78.6341463414634
81.6414634146342
81.2560975609756
67.196
77.966
64.524
70.881
80.9975609756098
70.9441463414634
63.273
73.433
72.8341463414634
74.332
81.3878048780488
50.54
66.44
67.965
79.726
72.772
67.545
59.326
76.269
80.1268292682927
72.124
69.39
72.221
71.762
72.128
60.882
65.026
69.936
75.333
59.109
80.7829268292683
77.1341463414634
73.8
81.3487804878049
56.726
80.4707317073171
77.611
69.873
73.232
80.9926829268293
67.11
70.835
68.796
75.5390243902439
78.5390243902439
45.895
69.914
81.4512195121951
72.812
55.823
80.5436585365854
48.206
67.034
68.871
81.8024390243903
62.42
77.0780487804878
66.61
64.838
76.8146341463415
81.1048780487805
61.419
71.963
76.626
77.0341463414634
68.386
58.853
82.4487804878049
72.636
74.9024390243903
68.966
75.2219512195122
72.4321951219512
77.483
74.484
69.24
72.4707317073171
65.0275609756098
53.538
75.89
55.752
64.068
67.439
73.8634146341464
65.457
70.754
68.915
73.8951219512195
73.305
73.399
60.416
56.695
80.1878048780488
71.384
69.583
64.891
75.064
74.682
55.311
46.849
75.9585365853659
58.684
71.999
77.218
60.276
57.458
65.531
82.2287804878049
66.306
68.69
80.771
65.552
75.7219512195122
61.134
49.835
76.982
66.482
45.596
76.7243902439025
72.161
74.305
77.061
61.892
80.5390243902439
71.771
61.493
72.726
81.2560975609756
61.028
72.2853658536585
68.816
75.743
63.494
82.2536585365854
75.1439024390244
76.621
67.547
62.588
67.04
75.068
74.089
73.223
71.37
77.093
71.97
53.653
73.931
75.6804878048781
63.329
81.1219512195122
47.946
73.191
78.072
72.391
75.3878048780488
48.427
60.027
81.5609756097561
56.417
80.1463414634146
79.4390243902439
74.615
71.612
67.8370731707317
66.982
72.92
43.393
75.9243902439025
56.23
67.182
73.8268292682927
82.5070731707317
80.5926829268293
72.695
74.7048780487805
73.412
72.414
62.54
69.069
71.3170731707317
81.328
80.7317073170732
62.291
74.588
75.185
54.534
71.332
59.965
77.129
59.942
66.437
61.208
63.306
80.0951219512195
72.061
48.79
64.541
76.109756097561
72.514
53.238
81.3926829268293
63.723
77.257
72.398
70.944
77.687
76.623
78.6926829268293
69.48
62.797
60.031
69.099
82.9585365853659
59.875
77.191
69.1024390243903
82.4073170731707
58.61
66.064
74.580487804878
77.468
73.962
63.898
79.1804878048781
78.741
74.228
74.8365853658537
67.419
63.577
80.5536585365854
60.98
65.083
84.2109756097561
78.716
62.114
71.009756097561
58.195
71.106
63.136
79.7780487804878
58.378
80.7246341463415
56.72
68.811
81.6268292682927
79.11
72.698
74.2358536585366
76.142
64.019
76.275
72.8078048780488
65.868
73.898
74.202
61.104
70.24
74.81
77.9658536585366
78.1682926829268
59.433
75.035
62.142
67.376
76.7756097560976
81.9560975609756
69.19
58.319
63.045
67.915
69.736
57.396
71.819
77.9878048780488
74.636
77.496
67.628
82.9
54.632
72.394
66.963
47.256
69.313
72.835
75.2446341463415
64.902
71.358
76.757
51.793
66.499
61.75
72.801
53.347
73.679
63.553
46.692
46.038
63.89
68.732
56.488
81.3853658536585
73.569
76.999
65.304
78.690243902439
75.9536585365854
78.6414634146341
73.344
61.893
62.373
81.3221951219512
70.36
51.249
69.227
63.873
78.6804878048781
67.18
50.562
67.187
69.71
74.4804878048781
72.025
68.355
78.4243902439025
57.316
55.596
52.362
68.204
69.356
80.5804878048781
53.927
82.0365853658537
71.439
80.2414634146342
73.534
65.422
68.977
59.191
73.554
80.5436585365854
68.402
69.52
71.502
72.217
82.219512195122
72.941
70.62
79.5682926829268
76.124
81.6536585365854
57.456
75.146
76.4121951219512
47.85
77.744
67.407
80.1170731707317
82.6390243902439
56.738
79.380487804878
70.5787804878049
76.4414634146341
67.434
63.635
66.254
59.024
74.703
80.133
70.34
75.990243902439
80.7024390243902
71.576
70.9048780487805
70.9609756097561
59.377
76.903
69.376
76.4121951219512
74.274
63.075
71.463
78.86
79.627
72.986
77.9878048780488
77.4878048780488
63.901
77.6414634146342
58.231
58.994
65.094
76.918
44.565
78.0390243902439
75.42
57.357
42.914
52.083
71.831
81.6024390243903
51.497
48.767
74.442
48.063
63.544
68.494
67.089
51.561
74.409756097561
52.626
74.186
82.1121951219512
63.827
74.762
79.6
75.24
75.641
73.562
76.498
80.5878048780488
78.5780487804878
75.1365853658537
72.6829268292683
57.406
78.334
70.052
65.249
47.129
60.047
83.8317073170732
49.002
67.446
68.914
60.901
74.906
76.308
80.7439024390244
69.812
47.443
76.103
65.412
73.551
49.322
69.573
68.2560975609756
44.518
52.97
82.3219512195122
50.954
74.4121951219512
80.3951219512195
70.195
72.249
76.461
81.9551219512195
76.247
59.673
72.567
73.284
74.1943902439024
50.659
70.224
72.985
82.719512195122
69.737
66.162
67.23
79.1585365853659
66.075
48.342
77.212
78.9658536585366
73.869
80.4024390243902
68.973
65.685
80.819512195122
68.404
73.187
72.6914634146341
61.656
77.863
66.421
51.841
81.0048780487805
75.76
80.3731707317073
62.12
61.846
67.384
63.016
74.941
70.355
50.945
64.747
65.561
74.442
60.154
78.774
76.7463414634146
79.9878048780488
79.282
77.944
73.802
43.566
57.823
73.454
51.284
70.475
74.48
60.717
79.3463414634146
72.553
75.786
79.023
59.822
66.446
58.623
70.518
75.65
60.155
76.453
57.447
67.091
68.662
73.711
74.111
59.148
68.979
54.62
64.329
81.7073170731707
74.08
76.8365853658537
70.823
71.516
67.936
80.5390243902439
72.4321951219512
75.54
81.1365853658537
73.9048780487805
71.268
73.85
82.7975609756098
50.59
80.4975609756098
75.6
63.105
65.95
69.905
69.533
66.756
74.49
78.464
55.541
72.602
72.316
60.851
46.024
56.912
80.4365853658537
50.986
80.35
76.362
54.411
78.2926829268293
63.166
72.272
70.86
60.651
58.652
67.328
64.155
81.9682926829268
71.1865853658537
55.025
58.57
79.8365853658537
60.53
76.646
72.622
51.617
61.68
76.6365853658537
78.0756097560976
65.079
73.6048780487805
80.9829268292683
67.473
81.2853658536585
60.502
74.6292682926829
74.3948780487805
58.296
73.411
65.298
77.6024390243903
63.962
69.507
73.676
62.115
83.4317073170732
54.198
59.125
66.787
71.09
70.483
62.6
75.971
70.297
76.194
79.0292682926829
78.517
76.376
69.074
50.566
69.65
76.474
70.413
62.897
64.93
73.704
52.976
82.0560975609756
73.172
63.091
63.852
70.331
55.639
71.088
76.491
82.1487804878049
67.343
68.111
69.99
74.23
80.0512195121951
71.9609756097561
61.315
73.775
82.6268292682927
81.7512195121951
77.788
66.909
52.249
70.2073170731707
67.497
52.566
69.534
81.8975609756097
75.845
66.34
57.69
69.664
79.0268292682927
53.161
55.236
77.007
72.704
69.529
73.436
75.659
77.8731707317073
80.1804878048781
59.591
74.247
62.317
78.2292682926829
69.764
78.9878048780488
67.9568292682927
66.452
71.7658536585366
78.6414634146341
70.44
71.6512195121951
71.32
64.659
48.312
82.3048780487805
83.2292682926829
73.341
66.989
81.0760975609756
56.573
62.084
75.890243902439
77.6658536585366
72.579
76.225
71.1609756097561
58.367
72.231
78.419512195122
62.081
75.187
80.8463414634146
67.444
79.1668292682927
83.6024390243903
71.9658536585366
68.618
71.8273170731707
57.869
77.284
72.9673170731707
71.108
52.533
65.97
71.7809756097561
56.826
48.751
61.834
80.3853658536585
77.067
45.61
74.461
66.361
77.145
57.52
70.72
69.894
66.513
76.9243902439024
56.986
73.4365853658537
74.967
70.624
45.661
58.849
72.867
72.551
67.051
72.311
82.2048780487805
64.036
74.215
69.006
69.781
81.8
72.4365853658537
47.577
59.396
77.297
59.111
50.539
72.54
75.439
76.2
62.102
71.1634146341463
66.612
69.304
71.189512195122
70.515
81.2707317073171
60.786
71.767
69.614
57.011
65.746
50.847
71.377
79.3682926829268
76.009
61.641
74.855
56.022
62.293
78.003
76.838
56.393
51.486
58.845
67.18
71.2536585365854
67.562
76.5365853658537
74.689
72.463
76.421
71.644
58.363
64.974
58.714
77.415
76.133
59.76
52.305
81.490243902439
71.95
70.234
59.674
69.6024390243903
52.355
45.595
70.481
66.416
63.755
66.417
59.132
67.403
77.616
65.464
80.7463414634146
49.584
77.2658536585366
75.917
68.2514634146342
53.788
68.777
57.274
68.679
59.763
78.5390243902439
71.635
57.344
72.049
72.713
66.135
56.755
76.7658536585366
74.844
67.688
70.8
57.079
80.990243902439
73.808
68.765
50.902
70.037
74.054
66.251
65.3834146341463
73.963
72.9146341463415
76.182
70.491
74.133
63.336
68.2756097560976
65.513
78.7268292682927
66.297
77.1414634146341
60.915
80.5463414634146
63.038
73.081
70.71
71.6634146341463
70.483
72.769
72.881
73.309756097561
62.603
68.5536585365854
70.492
63.678
61.092
50.538
72.9463414634147
79.8414634146342
76.815
72.588
75.3585365853659
79.2390243902439
77.832
80.3878048780488
75.492
66.753
68.097
61.543
76.2829268292683
69.796
55.959
54.923
59.06
68.9560975609756
74.504
58.772
57.586
66.855
80.2292682926829
56.299
71.433
70.066
68.45
73.182
70.353
72.327
68.585
69.037
71.9658536585366
53.682
73.6975609756098
62.714
78.1268292682927
80.326
74.408
63.911
72.662
81.1560975609756
69.234
77.8731707317073
71.592
72.475
54.375
45.409
79.2292682926829
62.448
51.99
82.2390243902439
69.498
65.412
81.8585365853659
78.8780487804878
58.359
71.117
60.549
61.18
75.331
72.913
81.8121951219512
